"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2000","2000","PC","Percentage","0","units",,,4.461,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2001","2001","PC","Percentage","0","units",,,4.554,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2002","2002","PC","Percentage","0","units",,,5.195,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2003","2003","PC","Percentage","0","units",,,7.914,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","units",,,8.563,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","units",,,8.294,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","units",,,10.042,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","units",,,8.158,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","units",,,6.213,,
"ISL","Iceland","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","units",,,4.826,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","units",,,10.879,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","1996","1996","PC","Percentage","0","units",,,10.947,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","1997","1997","PC","Percentage","0","units",,,11.017,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","1998","1998","PC","Percentage","0","units",,,8.998,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","1999","1999","PC","Percentage","0","units",,,8.696,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2000","2000","PC","Percentage","0","units",,,8.178,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2001","2001","PC","Percentage","0","units",,,3.795,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","units",,,2.226,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","units",,,1.439,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","units",,,1.32,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","units",,,1.653,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","units",,,1.819,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2011","2011","PC","Percentage","0","units",,,1.667,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2012","2012","PC","Percentage","0","units",,,1.569,,
"ISL","Iceland","INC_WITHOUT_SHARE","% Incineration without energy recovery","2013","2013","PC","Percentage","0","units",,,1.065,,
"ISL","Iceland","INC_SHARE","% Incineration","1995","1995","PC","Percentage","0","units",,,18.41,,
"ISL","Iceland","INC_SHARE","% Incineration","1996","1996","PC","Percentage","0","units",,,18.526,,
"ISL","Iceland","INC_SHARE","% Incineration","1997","1997","PC","Percentage","0","units",,,18.644,,
"ISL","Iceland","INC_SHARE","% Incineration","1998","1998","PC","Percentage","0","units",,,15.542,,
"ISL","Iceland","INC_SHARE","% Incineration","1999","1999","PC","Percentage","0","units",,,13.439,,
"ISL","Iceland","INC_SHARE","% Incineration","2000","2000","PC","Percentage","0","units",,,12.639,,
"ISL","Iceland","INC_SHARE","% Incineration","2001","2001","PC","Percentage","0","units",,,11.385,,
"ISL","Iceland","INC_SHARE","% Incineration","2002","2002","PC","Percentage","0","units",,,10.39,,
"ISL","Iceland","INC_SHARE","% Incineration","2003","2003","PC","Percentage","0","units",,,9.353,,
"ISL","Iceland","INC_SHARE","% Incineration","2008","2008","PC","Percentage","0","units",,,9.883,,
"ISL","Iceland","INC_SHARE","% Incineration","2009","2009","PC","Percentage","0","units",,,9.947,,
"ISL","Iceland","INC_SHARE","% Incineration","2010","2010","PC","Percentage","0","units",,,11.861,,
"ISL","Iceland","INC_SHARE","% Incineration","2011","2011","PC","Percentage","0","units",,,9.824,,
"ISL","Iceland","INC_SHARE","% Incineration","2012","2012","PC","Percentage","0","units",,,7.782,,
"ISL","Iceland","INC_SHARE","% Incineration","2013","2013","PC","Percentage","0","units",,,5.891,,
"ISL","Iceland","LANDF_SHARE","% Landfill","1995","1995","PC","Percentage","0","units",,,71.967,,
"ISL","Iceland","LANDF_SHARE","% Landfill","1996","1996","PC","Percentage","0","units",,,74.105,,
"ISL","Iceland","LANDF_SHARE","% Landfill","1997","1997","PC","Percentage","0","units",,,76.271,,
"ISL","Iceland","LANDF_SHARE","% Landfill","1998","1998","PC","Percentage","0","units",,,75.256,,
"ISL","Iceland","LANDF_SHARE","% Landfill","1999","1999","PC","Percentage","0","units",,,75.099,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","units",,,72.862,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2001","2001","PC","Percentage","0","units",,,75.901,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","units",,,76.438,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","units",,,75.54,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","units",,,69.78,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","units",,,66.198,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","units",,,55.484,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","units",,,50.887,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","units",,,49.52,,
"ISL","Iceland","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","units",,,49.199,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","1995","1995","TONNE","Tonnes","3","thousands",,,1848.2,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","1996","1996","TONNE","Tonnes","3","thousands",,,1898,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","1997","1997","TONNE","Tonnes","3","thousands",,,2000,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","1998","1998","TONNE","Tonnes","3","thousands",,,2056.7,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","thousands",,,2168,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","thousands",,,2278.7,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","thousands",,,2704,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","thousands",,,2720.4,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","thousands",,,2917.9,"B","Break"
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","thousands",,,3000.6,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","thousands",,,3040.7,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","thousands",,,3384.6,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","thousands",,,3397.7,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","thousands",,,3224.28,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","thousands",,,2952.98,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","thousands",,,2846,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","thousands",,,2823,,
"IRL","Ireland","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","thousands",,,2692.5,,
"IRL","Ireland","HOUSEHOLD","Waste from households","1995","1995","TONNE","Tonnes","3","thousands",,,1324.5,,
"IRL","Ireland","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","thousands",,,1360.2,"E","Estimated value"
"IRL","Ireland","HOUSEHOLD","Waste from households","1997","1997","TONNE","Tonnes","3","thousands",,,1433.3,"E","Estimated value"
"IRL","Ireland","HOUSEHOLD","Waste from households","1998","1998","TONNE","Tonnes","3","thousands",,,1220.9,,
"IRL","Ireland","HOUSEHOLD","Waste from households","1999","1999","TONNE","Tonnes","3","thousands",,,1287,"E","Estimated value"
"IRL","Ireland","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","thousands",,,1333.4,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2001","2001","TONNE","Tonnes","3","thousands",,,1468.8,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2002","2002","TONNE","Tonnes","3","thousands",,,1679.1,"B","Break"
"IRL","Ireland","HOUSEHOLD","Waste from households","2003","2003","TONNE","Tonnes","3","thousands",,,1704.8,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","thousands",,,1728.2,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2005","2005","TONNE","Tonnes","3","thousands",,,1746.4,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","thousands",,,1979,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","thousands",,,1761,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","thousands",,,1677,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","thousands",,,1626,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","thousands",,,1686.387,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","thousands",,,1683.241,,
"IRL","Ireland","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","thousands",,,1577.1,,
"IRL","Ireland","OTHMUN","Other municipal waste","1995","1995","TONNE","Tonnes","3","thousands",,,523.7,,
"IRL","Ireland","OTHMUN","Other municipal waste","1998","1998","TONNE","Tonnes","3","thousands",,,835.8,,
"IRL","Ireland","OTHMUN","Other municipal waste","2000","2000","TONNE","Tonnes","3","thousands",,,945.3,,
"IRL","Ireland","OTHMUN","Other municipal waste","2001","2001","TONNE","Tonnes","3","thousands",,,1235.2,,
"IRL","Ireland","OTHMUN","Other municipal waste","2002","2002","TONNE","Tonnes","3","thousands",,,1041.3,"B","Break"
"IRL","Ireland","OTHMUN","Other municipal waste","2003","2003","TONNE","Tonnes","3","thousands",,,1213,,
"IRL","Ireland","OTHMUN","Other municipal waste","2004","2004","TONNE","Tonnes","3","thousands",,,1272.5,,
"IRL","Ireland","OTHMUN","Other municipal waste","2005","2005","TONNE","Tonnes","3","thousands",,,1303.6,,
"IRL","Ireland","OTHMUN","Other municipal waste","2006","2006","TONNE","Tonnes","3","thousands",,,1406,,
"IRL","Ireland","OTHMUN","Other municipal waste","2007","2007","TONNE","Tonnes","3","thousands",,,1636,,
"IRL","Ireland","OTHMUN","Other municipal waste","2008","2008","TONNE","Tonnes","3","thousands",,,1547,,
"IRL","Ireland","OTHMUN","Other municipal waste","2009","2009","TONNE","Tonnes","3","thousands",,,1327,,
"IRL","Ireland","OTHMUN","Other municipal waste","2010","2010","TONNE","Tonnes","3","thousands",,,1159.728,,
"IRL","Ireland","OTHMUN","Other municipal waste","2011","2011","TONNE","Tonnes","3","thousands",,,1140.001,,
"IRL","Ireland","OTHMUN","Other municipal waste","2012","2012","TONNE","Tonnes","3","thousands",,,1115.4,,
"IRL","Ireland","TREATMENT","Municipal waste treated","1995","1995","TONNE","Tonnes","3","thousands",,,1550,,
"IRL","Ireland","TREATMENT","Municipal waste treated","1996","1996","TONNE","Tonnes","3","thousands",,,1648,"E","Estimated value"
"IRL","Ireland","TREATMENT","Municipal waste treated","1997","1997","TONNE","Tonnes","3","thousands",,,1753.55,"E","Estimated value"
"IRL","Ireland","TREATMENT","Municipal waste treated","1998","1998","TONNE","Tonnes","3","thousands",,,1933.46,,
"IRL","Ireland","TREATMENT","Municipal waste treated","1999","1999","TONNE","Tonnes","3","thousands",,,2135,"E","Estimated value"
"IRL","Ireland","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","thousands",,,2363.9,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2001","2001","TONNE","Tonnes","3","thousands",,,2376.07,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","thousands",,,2464.34,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","thousands",,,2594.4,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","thousands",,,2703.61,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","thousands",,,2779.1,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","thousands",,,3100.31,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","thousands",,,3174.57,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","thousands",,,3103.87,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","thousands",,,2825.01,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","thousands",,,2621.57,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","thousands",,,2558,,
"IRL","Ireland","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","thousands",,,2439.45,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","thousands",,,124,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","thousands",,,130,"E","Estimated value"
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","thousands",,,150,"E","Estimated value"
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","thousands",,,166.69,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","thousands",,,205,"E","Estimated value"
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","thousands",,,270.9,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","thousands",,,305.55,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","thousands",,,496.91,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","thousands",,,690,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","thousands",,,885.07,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","thousands",,,945.77,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","thousands",,,1119.69,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","thousands",,,1159.77,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","thousands",,,1175.78,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","thousands",,,1044.8,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","thousands",,,1125,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","thousands",,,1214,,
"IRL","Ireland","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","thousands",,,1411.8,,
"IRL","Ireland","RECYCLING","Recycling","1995","1995","TONNE","Tonnes","3","thousands",,,124,,
"IRL","Ireland","RECYCLING","Recycling","1996","1996","TONNE","Tonnes","3","thousands",,,130,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","1997","1997","TONNE","Tonnes","3","thousands",,,150,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","1998","1998","TONNE","Tonnes","3","thousands",,,161.02,,
"IRL","Ireland","RECYCLING","Recycling","1999","1999","TONNE","Tonnes","3","thousands",,,205,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2000","2000","TONNE","Tonnes","3","thousands",,,253.8,,
"IRL","Ireland","RECYCLING","Recycling","2001","2001","TONNE","Tonnes","3","thousands",,,283.55,,
"IRL","Ireland","RECYCLING","Recycling","2002","2002","TONNE","Tonnes","3","thousands",,,462.91,,
"IRL","Ireland","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","thousands",,,650,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2004","2004","TONNE","Tonnes","3","thousands",,,835.49,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2005","2005","TONNE","Tonnes","3","thousands",,,898,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2006","2006","TONNE","Tonnes","3","thousands",,,1064.34,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2007","2007","TONNE","Tonnes","3","thousands",,,1081.15,"E","Estimated value"
"IRL","Ireland","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","thousands",,,976.86,,
