"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","1996","1996","PC","Percentage","0","units",,,68.002,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","1997","1997","PC","Percentage","0","units",,,69.228,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","1998","1998","PC","Percentage","0","units",,,69.37,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","1999","1999","PC","Percentage","0","units",,,69.659,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2000","2000","PC","Percentage","0","units",,,68.761,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2001","2001","PC","Percentage","0","units",,,69.395,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2002","2002","PC","Percentage","0","units",,,69.54,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2003","2003","PC","Percentage","0","units",,,69.263,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2004","2004","PC","Percentage","0","units",,,68.557,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2005","2005","PC","Percentage","0","units",,,68.28,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2006","2006","PC","Percentage","0","units",,,68.416,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2007","2007","PC","Percentage","0","units",,,68.217,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","units",,,69.963,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","units",,,70.486,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","units",,,70.557,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","units",,,69.972,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","units",,,69.84,,
"JPN","Japan","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","units",,,69.602,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","units",,,5.684,"B","Break"
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","1996","1996","PC","Percentage","0","units",,,5.354,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","1997","1997","PC","Percentage","0","units",,,5.052,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","1998","1998","PC","Percentage","0","units",,,4.863,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","1999","1999","PC","Percentage","0","units",,,4.683,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2000","2000","PC","Percentage","0","units",,,4.712,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2001","2001","PC","Percentage","0","units",,,4.756,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","units",,,4.766,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","units",,,4.747,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2004","2004","PC","Percentage","0","units",,,4.698,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","units",,,4.679,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2006","2006","PC","Percentage","0","units",,,4.689,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2007","2007","PC","Percentage","0","units",,,4.675,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","units",,,5.688,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","units",,,5.883,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","units",,,5.649,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2011","2011","PC","Percentage","0","units",,,8.055,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2012","2012","PC","Percentage","0","units",,,8.338,,
"JPN","Japan","INC_WITHOUT_SHARE","% Incineration without energy recovery","2013","2013","PC","Percentage","0","units",,,8.353,,
"JPN","Japan","INC_SHARE","% Incineration","1990","1990","PC","Percentage","0","units",,,71.998,,
"JPN","Japan","INC_SHARE","% Incineration","1991","1991","PC","Percentage","0","units",,,70.741,,
"JPN","Japan","INC_SHARE","% Incineration","1992","1992","PC","Percentage","0","units",,,71.703,,
"JPN","Japan","INC_SHARE","% Incineration","1993","1993","PC","Percentage","0","units",,,71.486,,
"JPN","Japan","INC_SHARE","% Incineration","1994","1994","PC","Percentage","0","units",,,72.366,,
"JPN","Japan","INC_SHARE","% Incineration","1995","1995","PC","Percentage","0","units",,,72.862,"B","Break"
"JPN","Japan","INC_SHARE","% Incineration","1996","1996","PC","Percentage","0","units",,,73.356,,
"JPN","Japan","INC_SHARE","% Incineration","1997","1997","PC","Percentage","0","units",,,74.28,,
"JPN","Japan","INC_SHARE","% Incineration","1998","1998","PC","Percentage","0","units",,,74.234,,
"JPN","Japan","INC_SHARE","% Incineration","1999","1999","PC","Percentage","0","units",,,74.341,,
"JPN","Japan","INC_SHARE","% Incineration","2000","2000","PC","Percentage","0","units",,,73.474,,
"JPN","Japan","INC_SHARE","% Incineration","2001","2001","PC","Percentage","0","units",,,74.151,,
"JPN","Japan","INC_SHARE","% Incineration","2002","2002","PC","Percentage","0","units",,,74.306,,
"JPN","Japan","INC_SHARE","% Incineration","2003","2003","PC","Percentage","0","units",,,74.01,,
"JPN","Japan","INC_SHARE","% Incineration","2004","2004","PC","Percentage","0","units",,,73.256,,
"JPN","Japan","INC_SHARE","% Incineration","2005","2005","PC","Percentage","0","units",,,72.959,,
"JPN","Japan","INC_SHARE","% Incineration","2006","2006","PC","Percentage","0","units",,,73.105,,
"JPN","Japan","INC_SHARE","% Incineration","2007","2007","PC","Percentage","0","units",,,72.892,,
"JPN","Japan","INC_SHARE","% Incineration","2008","2008","PC","Percentage","0","units",,,75.651,,
"JPN","Japan","INC_SHARE","% Incineration","2009","2009","PC","Percentage","0","units",,,76.37,,
"JPN","Japan","INC_SHARE","% Incineration","2010","2010","PC","Percentage","0","units",,,76.206,,
"JPN","Japan","INC_SHARE","% Incineration","2011","2011","PC","Percentage","0","units",,,78.027,,
"JPN","Japan","INC_SHARE","% Incineration","2012","2012","PC","Percentage","0","units",,,78.178,,
"JPN","Japan","INC_SHARE","% Incineration","2013","2013","PC","Percentage","0","units",,,77.955,,
"JPN","Japan","LANDF_SHARE","% Landfill","1990","1990","PC","Percentage","0","units",,,19.476,,
"JPN","Japan","LANDF_SHARE","% Landfill","1991","1991","PC","Percentage","0","units",,,16.542,,
"JPN","Japan","LANDF_SHARE","% Landfill","1992","1992","PC","Percentage","0","units",,,14.406,,
"JPN","Japan","LANDF_SHARE","% Landfill","1993","1993","PC","Percentage","0","units",,,13.898,,
"JPN","Japan","LANDF_SHARE","% Landfill","1994","1994","PC","Percentage","0","units",,,11.996,,
"JPN","Japan","LANDF_SHARE","% Landfill","1995","1995","PC","Percentage","0","units",,,10.956,"B","Break"
"JPN","Japan","LANDF_SHARE","% Landfill","1996","1996","PC","Percentage","0","units",,,9.79,,
"JPN","Japan","LANDF_SHARE","% Landfill","1997","1997","PC","Percentage","0","units",,,8.164,,
"JPN","Japan","LANDF_SHARE","% Landfill","1998","1998","PC","Percentage","0","units",,,7.123,,
"JPN","Japan","LANDF_SHARE","% Landfill","1999","1999","PC","Percentage","0","units",,,6.402,,
"JPN","Japan","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","units",,,5.622,,
"JPN","Japan","LANDF_SHARE","% Landfill","2001","2001","PC","Percentage","0","units",,,5.009,,
"JPN","Japan","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","units",,,4.105,,
"JPN","Japan","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","units",,,3.427,,
"JPN","Japan","LANDF_SHARE","% Landfill","2004","2004","PC","Percentage","0","units",,,3.32,,
"JPN","Japan","LANDF_SHARE","% Landfill","2005","2005","PC","Percentage","0","units",,,2.737,,
"JPN","Japan","LANDF_SHARE","% Landfill","2006","2006","PC","Percentage","0","units",,,2.306,,
"JPN","Japan","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","units",,,2.324,,
"JPN","Japan","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","units",,,1.623,,
"JPN","Japan","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","units",,,1.423,,
"JPN","Japan","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","units",,,1.337,,
"JPN","Japan","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","units",,,1.317,,
"JPN","Japan","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","units",,,1.259,,
"JPN","Japan","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","units",,,1.286,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1990","1990","TONNE","Tonnes","3","thousands",,,30646.1,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1991","1991","TONNE","Tonnes","3","thousands",,,33669.8,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1992","1992","TONNE","Tonnes","3","thousands",,,27410,"B","Break"
"KOR","Korea","MUNICIPAL","Municipal waste generated","1993","1993","TONNE","Tonnes","3","thousands",,,22973.1,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1994","1994","TONNE","Tonnes","3","thousands",,,21213.1,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1995","1995","TONNE","Tonnes","3","thousands",,,17438,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1996","1996","TONNE","Tonnes","3","thousands",,,18222.6,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1997","1997","TONNE","Tonnes","3","thousands",,,17481.7,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1998","1998","TONNE","Tonnes","3","thousands",,,16272.8,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","thousands",,,16649.1,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","thousands",,,16949.9,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","thousands",,,17702.1,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","thousands",,,18214.2,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","thousands",,,18518.9,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","thousands",,,18252,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","thousands",,,17665,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","thousands",,,17828,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","thousands",,,18376,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","thousands",,,19006,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","thousands",,,18581,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","thousands",,,17943,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","thousands",,,17861,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","thousands",,,17881,,
"KOR","Korea","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","thousands",,,17786,,
"KOR","Korea","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","thousands",,,15411,,
"KOR","Korea","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","thousands",,,14375,,
"KOR","Korea","HOUSEHOLD","Waste from households","2002","2002","TONNE","Tonnes","3","thousands",,,15616,,
"KOR","Korea","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","thousands",,,15175,,
"KOR","Korea","HOUSEHOLD","Waste from households","2005","2005","TONNE","Tonnes","3","thousands",,,14807,,
"KOR","Korea","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","thousands",,,14944,,
"KOR","Korea","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","thousands",,,15538,,
"KOR","Korea","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","thousands",,,15428,,
"KOR","Korea","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","thousands",,,15361,,
"KOR","Korea","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","thousands",,,14936,,
"KOR","Korea","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","thousands",,,14944,,
"KOR","Korea","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","thousands",,,15200,,
"KOR","Korea","HOUSEHOLD","Waste from households","2013","2013","TONNE","Tonnes","3","thousands",,,14798,,
"KOR","Korea","OTHMUN","Other municipal waste","1996","1996","TONNE","Tonnes","3","thousands",,,2811,,
"KOR","Korea","OTHMUN","Other municipal waste","2000","2000","TONNE","Tonnes","3","thousands",,,2575,,
"KOR","Korea","OTHMUN","Other municipal waste","2002","2002","TONNE","Tonnes","3","thousands",,,2598,,
"KOR","Korea","OTHMUN","Other municipal waste","2004","2004","TONNE","Tonnes","3","thousands",,,3077,,
"KOR","Korea","OTHMUN","Other municipal waste","2005","2005","TONNE","Tonnes","3","thousands",,,2858,,
"KOR","Korea","OTHMUN","Other municipal waste","2006","2006","TONNE","Tonnes","3","thousands",,,2884,,
"KOR","Korea","OTHMUN","Other municipal waste","2007","2007","TONNE","Tonnes","3","thousands",,,2838,,
"KOR","Korea","OTHMUN","Other municipal waste","2008","2008","TONNE","Tonnes","3","thousands",,,3578,,
"KOR","Korea","OTHMUN","Other municipal waste","2009","2009","TONNE","Tonnes","3","thousands",,,3220,,
"KOR","Korea","OTHMUN","Other municipal waste","2010","2010","TONNE","Tonnes","3","thousands",,,3007,,
"KOR","Korea","OTHMUN","Other municipal waste","2011","2011","TONNE","Tonnes","3","thousands",,,2917,,
"KOR","Korea","OTHMUN","Other municipal waste","2012","2012","TONNE","Tonnes","3","thousands",,,2681,,
"KOR","Korea","OTHMUN","Other municipal waste","2013","2013","TONNE","Tonnes","3","thousands",,,2988,,
"KOR","Korea","TREATMENT","Municipal waste treated","1990","1990","TONNE","Tonnes","3","thousands",,,30646.13,,
"KOR","Korea","TREATMENT","Municipal waste treated","1991","1991","TONNE","Tonnes","3","thousands",,,33670.01,,
"KOR","Korea","TREATMENT","Municipal waste treated","1992","1992","TONNE","Tonnes","3","thousands",,,27410.04,"B","Break"
"KOR","Korea","TREATMENT","Municipal waste treated","1993","1993","TONNE","Tonnes","3","thousands",,,22973.1,,
"KOR","Korea","TREATMENT","Municipal waste treated","1994","1994","TONNE","Tonnes","3","thousands",,,21213.07,,
"KOR","Korea","TREATMENT","Municipal waste treated","1995","1995","TONNE","Tonnes","3","thousands",,,17438,,
"KOR","Korea","TREATMENT","Municipal waste treated","1996","1996","TONNE","Tonnes","3","thousands",,,18222.63,,
"KOR","Korea","TREATMENT","Municipal waste treated","1997","1997","TONNE","Tonnes","3","thousands",,,17481.68,,
"KOR","Korea","TREATMENT","Municipal waste treated","1998","1998","TONNE","Tonnes","3","thousands",,,16273,,
"KOR","Korea","TREATMENT","Municipal waste treated","1999","1999","TONNE","Tonnes","3","thousands",,,16649.11,,
"KOR","Korea","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","thousands",,,16950,,
"KOR","Korea","TREATMENT","Municipal waste treated","2001","2001","TONNE","Tonnes","3","thousands",,,17702.14,,
"KOR","Korea","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","thousands",,,18214,,
"KOR","Korea","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","thousands",,,18518.64,,
"KOR","Korea","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","thousands",,,18253,,
"KOR","Korea","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","thousands",,,17666,,
"KOR","Korea","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","thousands",,,19006,,
"KOR","Korea","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","thousands",,,18581,,
"KOR","Korea","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","thousands",,,17943,,
"KOR","Korea","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","thousands",,,17861,,
"KOR","Korea","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","thousands",,,17881,,
"KOR","Korea","TREATMENT","Municipal waste treated","2013","2013","TONNE","Tonnes","3","thousands",,,17786,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1990","1990","TONNE","Tonnes","3","thousands",,,1423.5,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1991","1991","TONNE","Tonnes","3","thousands",,,2476.89,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1992","1992","TONNE","Tonnes","3","thousands",,,2157.88,"B","Break"
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","thousands",,,2640.05,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","thousands",,,3258.36,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","thousands",,,4411.31,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","thousands",,,4775.66,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","thousands",,,5076.06,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","thousands",,,5682,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","thousands",,,6348.81,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","thousands",,,8117,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","thousands",,,7636.53,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","thousands",,,10124,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","thousands",,,10624.04,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","thousands",,,11365.33,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","thousands",,,12473,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","thousands",,,14903,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","thousands",,,14801,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","thousands",,,14655,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","thousands",,,14526,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","thousands",,,14904,,
"KOR","Korea","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","thousands",,,14706,,
"KOR","Korea","RECYCLING","Recycling","1990","1990","TONNE","Tonnes","3","thousands",,,1423.5,,
"KOR","Korea","RECYCLING","Recycling","1991","1991","TONNE","Tonnes","3","thousands",,,2476.89,,
"KOR","Korea","RECYCLING","Recycling","1992","1992","TONNE","Tonnes","3","thousands",,,2157.88,"B","Break"
"KOR","Korea","RECYCLING","Recycling","1993","1993","TONNE","Tonnes","3","thousands",,,2640.05,,
"KOR","Korea","RECYCLING","Recycling","1994","1994","TONNE","Tonnes","3","thousands",,,3258.36,,
"KOR","Korea","RECYCLING","Recycling","1995","1995","TONNE","Tonnes","3","thousands",,,4012,,
"KOR","Korea","RECYCLING","Recycling","1996","1996","TONNE","Tonnes","3","thousands",,,4775.66,,
"KOR","Korea","RECYCLING","Recycling","1997","1997","TONNE","Tonnes","3","thousands",,,5076.06,,
"KOR","Korea","RECYCLING","Recycling","1998","1998","TONNE","Tonnes","3","thousands",,,5682,,
"KOR","Korea","RECYCLING","Recycling","1999","1999","TONNE","Tonnes","3","thousands",,,6348.81,,
"KOR","Korea","RECYCLING","Recycling","2000","2000","TONNE","Tonnes","3","thousands",,,6996,,
"KOR","Korea","RECYCLING","Recycling","2001","2001","TONNE","Tonnes","3","thousands",,,7636.53,,
"KOR","Korea","RECYCLING","Recycling","2002","2002","TONNE","Tonnes","3","thousands",,,8011,,
"KOR","Korea","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","thousands",,,8372.37,,
"KOR","Korea","RECYCLING","Recycling","2004","2004","TONNE","Tonnes","3","thousands",,,8975,,
"KOR","Korea","RECYCLING","Recycling","2005","2005","TONNE","Tonnes","3","thousands",,,9944,,
"KOR","Korea","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","thousands",,,11096,,
"KOR","Korea","RECYCLING","Recycling","2009","2009","TONNE","Tonnes","3","thousands",,,11112,,
"KOR","Korea","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","thousands",,,10753,,
"KOR","Korea","RECYCLING","Recycling","2011","2011","TONNE","Tonnes","3","thousands",,,10412,,
"KOR","Korea","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","thousands",,,10436,,
"KOR","Korea","RECYCLING","Recycling","2013","2013","TONNE","Tonnes","3","thousands",,,10432,,
"KOR","Korea","COMPOST","Composting","1995","1995","TONNE","Tonnes","3","thousands",,,115,,
"KOR","Korea","COMPOST","Composting","2008","2008","TONNE","Tonnes","3","thousands",,,269,,
"KOR","Korea","COMPOST","Composting","2009","2009","TONNE","Tonnes","3","thousands",,,249,,
"KOR","Korea","COMPOST","Composting","2010","2010","TONNE","Tonnes","3","thousands",,,106,,
"KOR","Korea","COMPOST","Composting","2011","2011","TONNE","Tonnes","3","thousands",,,150,,
"KOR","Korea","COMPOST","Composting","2012","2012","TONNE","Tonnes","3","thousands",,,131,,
"KOR","Korea","COMPOST","Composting","2013","2013","TONNE","Tonnes","3","thousands",,,74,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","1995","1995","TONNE","Tonnes","3","thousands",,,284.3,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2000","2000","TONNE","Tonnes","3","thousands",,,1121,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2002","2002","TONNE","Tonnes","3","thousands",,,2113,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2003","2003","TONNE","Tonnes","3","thousands",,,2251.7,"E","Estimated value"
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2004","2004","TONNE","Tonnes","3","thousands",,,2390.3,"E","Estimated value"
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2005","2005","TONNE","Tonnes","3","thousands",,,2529,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2008","2008","TONNE","Tonnes","3","thousands",,,3538,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2009","2009","TONNE","Tonnes","3","thousands",,,3440,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2010","2010","TONNE","Tonnes","3","thousands",,,3796,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2011","2011","TONNE","Tonnes","3","thousands",,,3964,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2012","2012","TONNE","Tonnes","3","thousands",,,4337,,
"KOR","Korea","INCINERATION_WITH","Incineration with energy recovery","2013","2013","TONNE","Tonnes","3","thousands",,,4200,,
"KOR","Korea","DISPOSAL","Disposal operations","1990","1990","TONNE","Tonnes","3","thousands",,,28677.69,,
"KOR","Korea","DISPOSAL","Disposal operations","1991","1991","TONNE","Tonnes","3","thousands",,,30646.5,,
"KOR","Korea","DISPOSAL","Disposal operations","1992","1992","TONNE","Tonnes","3","thousands",,,24838.98,"B","Break"
"KOR","Korea","DISPOSAL","Disposal operations","1993","1993","TONNE","Tonnes","3","thousands",,,19792.86,,
"KOR","Korea","DISPOSAL","Disposal operations","1994","1994","TONNE","Tonnes","3","thousands",,,17215.59,,
"KOR","Korea","DISPOSAL","Disposal operations","1995","1995","TONNE","Tonnes","3","thousands",,,13026.69,,
"KOR","Korea","DISPOSAL","Disposal operations","1996","1996","TONNE","Tonnes","3","thousands",,,12452.34,,
"KOR","Korea","DISPOSAL","Disposal operations","1997","1997","TONNE","Tonnes","3","thousands",,,11161.34,,
"KOR","Korea","DISPOSAL","Disposal operations","1998","1998","TONNE","Tonnes","3","thousands",,,9152,,
"KOR","Korea","DISPOSAL","Disposal operations","1999","1999","TONNE","Tonnes","3","thousands",,,8593.93,,
"KOR","Korea","DISPOSAL","Disposal operations","2000","2000","TONNE","Tonnes","3","thousands",,,8833,,
"KOR","Korea","DISPOSAL","Disposal operations","2001","2001","TONNE","Tonnes","3","thousands",,,7665,,
"KOR","Korea","DISPOSAL","Disposal operations","2002","2002","TONNE","Tonnes","3","thousands",,,8090,,
"KOR","Korea","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","thousands",,,7894.6,,
"KOR","Korea","DISPOSAL","Disposal operations","2004","2004","TONNE","Tonnes","3","thousands",,,6887.67,,
"KOR","Korea","DISPOSAL","Disposal operations","2005","2005","TONNE","Tonnes","3","thousands",,,5193,,
"KOR","Korea","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","thousands",,,4103,,
"KOR","Korea","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","thousands",,,3780,,
"KOR","Korea","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","thousands",,,3288,,
"KOR","Korea","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","thousands",,,3335,,
"KOR","Korea","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","thousands",,,2977,,
"KOR","Korea","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","thousands",,,3080,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","1995","1995","TONNE","Tonnes","3","thousands",,,417.69,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","thousands",,,865,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","thousands",,,526,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","thousands",,,430.35,"E","Estimated value"
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","thousands",,,246.67,"E","Estimated value"
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","thousands",,,301,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","thousands",,,239,,
