COU,Country,ISIC,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
IRL,Ireland,INT_GDP,Primary waste per unit of GDP,2012,2012,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,71.923,,
IRL,Ireland,INT_CONS,Waste from construction sector per capita,2008,2008,KG_HAB,Kilograms per capita,0,units,,,3020.509,,
IRL,Ireland,INT_CONS,Waste from construction sector per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,353.437,,
IRL,Ireland,INT_CONS,Waste from construction sector per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,79.736,,
ITA,Italy,TOTAL_S,Total amounts of waste generated by sector,2006,2006,TONNE,Tonnes,3,thousands,,,155025.054,,
ITA,Italy,TOTAL_S,Total amounts of waste generated by sector,2008,2008,TONNE,Tonnes,3,thousands,,,179257.461,,
ITA,Italy,TOTAL_S,Total amounts of waste generated by sector,2010,2010,TONNE,Tonnes,3,thousands,,,158627.618,,
ITA,Italy,TOTAL_S,Total amounts of waste generated by sector,2012,2012,TONNE,Tonnes,3,thousands,,,162764.632,,
ITA,Italy,RES,Sorting residues, secondary waste,2006,2006,TONNE,Tonnes,3,thousands,,,7878.226,,
ITA,Italy,RES,Sorting residues, secondary waste,2008,2008,TONNE,Tonnes,3,thousands,,,10830.686,,
ITA,Italy,RES,Sorting residues, secondary waste,2010,2010,TONNE,Tonnes,3,thousands,,,9970.521,,
ITA,Italy,RES,Sorting residues, secondary waste,2012,2012,TONNE,Tonnes,3,thousands,,,13535.829,,
ITA,Italy,TOTAL,Total amounts of primary waste generated,2006,2006,TONNE,Tonnes,3,thousands,,,147146.828,,
ITA,Italy,TOTAL,Total amounts of primary waste generated,2008,2008,TONNE,Tonnes,3,thousands,,,168426.775,,
ITA,Italy,TOTAL,Total amounts of primary waste generated,2010,2010,TONNE,Tonnes,3,thousands,,,148657.097,,
ITA,Italy,TOTAL,Total amounts of primary waste generated,2012,2012,TONNE,Tonnes,3,thousands,,,149228.803,,
ITA,Italy,01-03,Agriculture forestry and fishing ,2006,2006,TONNE,Tonnes,3,thousands,,,554.325,,
ITA,Italy,01-03,Agriculture forestry and fishing ,2008,2008,TONNE,Tonnes,3,thousands,,,341.029,,
ITA,Italy,01-03,Agriculture forestry and fishing ,2010,2010,TONNE,Tonnes,3,thousands,,,301.742,,
ITA,Italy,01-03,Agriculture forestry and fishing ,2012,2012,TONNE,Tonnes,3,thousands,,,317.523,,
ITA,Italy,05-09,Mining and Quarrying,2006,2006,TONNE,Tonnes,3,thousands,,,1004.815,,
ITA,Italy,05-09,Mining and Quarrying,2008,2008,TONNE,Tonnes,3,thousands,,,1254.807,,
ITA,Italy,05-09,Mining and Quarrying,2010,2010,TONNE,Tonnes,3,thousands,,,700.47,,
ITA,Italy,05-09,Mining and Quarrying,2012,2012,TONNE,Tonnes,3,thousands,,,718.441,,
ITA,Italy,10-33,Manufacturing industries: Total,2006,2006,TONNE,Tonnes,3,thousands,,,39662.105,,
ITA,Italy,10-33,Manufacturing industries: Total,2008,2008,TONNE,Tonnes,3,thousands,,,42566.721,,
ITA,Italy,10-33,Manufacturing industries: Total,2010,2010,TONNE,Tonnes,3,thousands,,,35753.376,,
ITA,Italy,10-33,Manufacturing industries: Total,2012,2012,TONNE,Tonnes,3,thousands,,,34030.547,,
ITA,Italy,10-12,Manufacture of food products beverages and tobacco products,2006,2006,TONNE,Tonnes,3,thousands,,,11509.854,,
ITA,Italy,10-12,Manufacture of food products beverages and tobacco products,2008,2008,TONNE,Tonnes,3,thousands,,,7738.615,,
ITA,Italy,10-12,Manufacture of food products beverages and tobacco products,2010,2010,TONNE,Tonnes,3,thousands,,,7906.327,,
ITA,Italy,10-12,Manufacture of food products beverages and tobacco products,2012,2012,TONNE,Tonnes,3,thousands,,,8785.676,,
ITA,Italy,13-15,Manufacture of textiles, wearing apparel, leather and related products,2006,2006,TONNE,Tonnes,3,thousands,,,1616.798,,
ITA,Italy,13-15,Manufacture of textiles, wearing apparel, leather and related products,2008,2008,TONNE,Tonnes,3,thousands,,,1114.624,,
ITA,Italy,13-15,Manufacture of textiles, wearing apparel, leather and related products,2010,2010,TONNE,Tonnes,3,thousands,,,1141.436,,
ITA,Italy,13-15,Manufacture of textiles, wearing apparel, leather and related products,2012,2012,TONNE,Tonnes,3,thousands,,,1071.774,,
ITA,Italy,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2006,2006,TONNE,Tonnes,3,thousands,,,1543.808,,
ITA,Italy,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2008,2008,TONNE,Tonnes,3,thousands,,,1416.042,,
ITA,Italy,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2010,2010,TONNE,Tonnes,3,thousands,,,1261.036,,
ITA,Italy,16,Manufacture of wood and of products of wood and cork, except furniture manufacture of articles of straw and plaiting materials,2012,2012,TONNE,Tonnes,3,thousands,,,1347.354,,
ITA,Italy,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2006,2006,TONNE,Tonnes,3,thousands,,,2217.961,,
ITA,Italy,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2008,2008,TONNE,Tonnes,3,thousands,,,1754.911,,
ITA,Italy,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2010,2010,TONNE,Tonnes,3,thousands,,,1930.465,,
ITA,Italy,17-18,Manufacture of paper and paper products printing and reproduction of recorded media,2012,2012,TONNE,Tonnes,3,thousands,,,1777.348,,
ITA,Italy,19,Manufacture of coke and refined petroleum products,2006,2006,TONNE,Tonnes,3,thousands,,,818.933,,
ITA,Italy,19,Manufacture of coke and refined petroleum products,2008,2008,TONNE,Tonnes,3,thousands,,,1528.889,,
ITA,Italy,19,Manufacture of coke and refined petroleum products,2010,2010,TONNE,Tonnes,3,thousands,,,1837.713,,
ITA,Italy,19,Manufacture of coke and refined petroleum products,2012,2012,TONNE,Tonnes,3,thousands,,,1251.465,,
ITA,Italy,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2006,2006,TONNE,Tonnes,3,thousands,,,5204.44,,
ITA,Italy,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2008,2008,TONNE,Tonnes,3,thousands,,,4760.436,,
ITA,Italy,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2010,2010,TONNE,Tonnes,3,thousands,,,5831.875,,
ITA,Italy,20-22,Manufacture of chemical, pharmaceutical, rubber and plastic products,2012,2012,TONNE,Tonnes,3,thousands,,,2937.717,,
ITA,Italy,23,Manufacture of other non-metallic mineral products,2006,2006,TONNE,Tonnes,3,thousands,,,3132.052,,
ITA,Italy,23,Manufacture of other non-metallic mineral products,2008,2008,TONNE,Tonnes,3,thousands,,,5795.875,,
ITA,Italy,23,Manufacture of other non-metallic mineral products,2010,2010,TONNE,Tonnes,3,thousands,,,3280.848,,
ITA,Italy,23,Manufacture of other non-metallic mineral products,2012,2012,TONNE,Tonnes,3,thousands,,,2981.804,,
ITA,Italy,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,13618.259,,
ITA,Italy,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,18457.329,,
ITA,Italy,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,12563.676,,
ITA,Italy,24-33,Manufacture of basic metals and fabricated metal products, machinery and equipment furnitures jewellery, musical instrument, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,13877.409,,
ITA,Italy,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,11918.246,,
ITA,Italy,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,14866.712,,
ITA,Italy,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,10107.265,,
ITA,Italy,24-25,Manufacture of basic metals and fabricated metal products, except machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,10567.625,,
ITA,Italy,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2006,2006,TONNE,Tonnes,3,thousands,,,1380.671,,
ITA,Italy,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2008,2008,TONNE,Tonnes,3,thousands,,,2897.962,,
ITA,Italy,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2010,2010,TONNE,Tonnes,3,thousands,,,1917.378,,
ITA,Italy,26-30,Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment,2012,2012,TONNE,Tonnes,3,thousands,,,2561.935,,
ITA,Italy,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2006,2006,TONNE,Tonnes,3,thousands,,,319.342,,
ITA,Italy,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2008,2008,TONNE,Tonnes,3,thousands,,,692.655,,
ITA,Italy,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2010,2010,TONNE,Tonnes,3,thousands,,,539.033,,
ITA,Italy,31-33,Manufacture of furniture jewellery, musical instruments, toys repair and installation of machinery and equipment,2012,2012,TONNE,Tonnes,3,thousands,,,747.849,,
ITA,Italy,35,Energy Production ,2006,2006,TONNE,Tonnes,3,thousands,,,2950.073,,
ITA,Italy,35,Energy Production ,2008,2008,TONNE,Tonnes,3,thousands,,,3066.731,,
ITA,Italy,35,Energy Production ,2010,2010,TONNE,Tonnes,3,thousands,,,2654.693,,
ITA,Italy,35,Energy Production ,2012,2012,TONNE,Tonnes,3,thousands,,,3575.44,,
ITA,Italy,36-39,Water supply sewerage waste management ,2006,2006,TONNE,Tonnes,3,thousands,,,12550.03,,
ITA,Italy,36-39,Water supply sewerage waste management ,2008,2008,TONNE,Tonnes,3,thousands,,,12760.736,,
ITA,Italy,36-39,Water supply sewerage waste management ,2010,2010,TONNE,Tonnes,3,thousands,,,11655.66,,
ITA,Italy,36-39,Water supply sewerage waste management ,2012,2012,TONNE,Tonnes,3,thousands,,,22813.046,,
ITA,Italy,41-43,Construction,2006,2006,TONNE,Tonnes,3,thousands,,,52301.79,,
ITA,Italy,41-43,Construction,2008,2008,TONNE,Tonnes,3,thousands,,,69705.071,,
ITA,Italy,41-43,Construction,2010,2010,TONNE,Tonnes,3,thousands,,,59238.229,,
ITA,Italy,41-43,Construction,2012,2012,TONNE,Tonnes,3,thousands,,,52945.338,,
ITA,Italy,45-98,Other,2006,2006,TONNE,Tonnes,3,thousands,,,38123.69,,
ITA,Italy,45-98,Other,2008,2008,TONNE,Tonnes,3,thousands,,,38731.678,,
ITA,Italy,45-98,Other,2010,2010,TONNE,Tonnes,3,thousands,,,38352.927,,
ITA,Italy,45-98,Other,2012,2012,TONNE,Tonnes,3,thousands,,,34828.468,,
ITA,Italy,INT_CAPITA,Primary waste per capita,2006,2006,KG_HAB,Kilograms per capita,0,units,,,2496.49,,
ITA,Italy,INT_CAPITA,Primary waste per capita,2008,2008,KG_HAB,Kilograms per capita,0,units,,,2814.986,,
ITA,Italy,INT_CAPITA,Primary waste per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,2457.817,,
ITA,Italy,INT_CAPITA,Primary waste per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,2449.739,,
ITA,Italy,INT_GDP,Primary waste per unit of GDP,2006,2006,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,83.88,,
ITA,Italy,INT_GDP,Primary waste per unit of GDP,2008,2008,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,95.62,,
ITA,Italy,INT_GDP,Primary waste per unit of GDP,2010,2010,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,87.789,,
ITA,Italy,INT_GDP,Primary waste per unit of GDP,2012,2012,KG_1000USD,Kilograms per 1 000 US dollars,0,units,,,90.153,,
ITA,Italy,INT_CONS,Waste from construction sector per capita,2006,2006,KG_HAB,Kilograms per capita,0,units,,,887.351,,
ITA,Italy,INT_CONS,Waste from construction sector per capita,2008,2008,KG_HAB,Kilograms per capita,0,units,,,1165.01,,
ITA,Italy,INT_CONS,Waste from construction sector per capita,2010,2010,KG_HAB,Kilograms per capita,0,units,,,979.413,,
ITA,Italy,INT_CONS,Waste from construction sector per capita,2012,2012,KG_HAB,Kilograms per capita,0,units,,,869.15,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,1990,1990,TONNE,Tonnes,3,thousands,,,446164,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,1995,1995,TONNE,Tonnes,3,thousands,,,446036,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,2000,2000,TONNE,Tonnes,3,thousands,,,460871,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,2001,2001,TONNE,Tonnes,3,thousands,,,454924,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,2006,2006,TONNE,Tonnes,3,thousands,,,470521.077,,
JPN,Japan,TOTAL,Total amounts of primary waste generated,2007,2007,TONNE,Tonnes,3,thousands,,,470241.4,,
JPN,Japan,01-03,Agriculture forestry and fishing ,1990,1990,TONNE,Tonnes,3,thousands,,,77451,,
JPN,Japan,01-03,Agriculture forestry and fishing ,1995,1995,TONNE,Tonnes,3,thousands,,,73404,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2000,2000,TONNE,Tonnes,3,thousands,,,90828,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2001,2001,TONNE,Tonnes,3,thousands,,,90459,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2002,2002,TONNE,Tonnes,3,thousands,,,90161,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2003,2003,TONNE,Tonnes,3,thousands,,,90602,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2004,2004,TONNE,Tonnes,3,thousands,,,89300.288,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2005,2005,TONNE,Tonnes,3,thousands,,,87583.6,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2006,2006,TONNE,Tonnes,3,thousands,,,87944.727,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2007,2007,TONNE,Tonnes,3,thousands,,,87837.1,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2008,2008,TONNE,Tonnes,3,thousands,,,87991.745,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2009,2009,TONNE,Tonnes,3,thousands,,,88445.974,,
JPN,Japan,01-03,Agriculture forestry and fishing ,2010,2010,TONNE,Tonnes,3,thousands,,,85108.659,,
JPN,Japan,01,Agriculture,1995,1995,TONNE,Tonnes,3,thousands,,,73336,,
JPN,Japan,01,Agriculture,2000,2000,TONNE,Tonnes,3,thousands,,,90804,,
JPN,Japan,01,Agriculture,2001,2001,TONNE,Tonnes,3,thousands,,,90430,,
JPN,Japan,01,Agriculture,2002,2002,TONNE,Tonnes,3,thousands,,,90147,,
JPN,Japan,01,Agriculture,2003,2003,TONNE,Tonnes,3,thousands,,,90589,,
JPN,Japan,01,Agriculture,2004,2004,TONNE,Tonnes,3,thousands,,,89284.617,,
JPN,Japan,01,Agriculture,2005,2005,TONNE,Tonnes,3,thousands,,,87543.3,,
JPN,Japan,01,Agriculture,2006,2006,TONNE,Tonnes,3,thousands,,,87924,,
JPN,Japan,01,Agriculture,2007,2007,TONNE,Tonnes,3,thousands,,,87811,,
JPN,Japan,01,Agriculture,2008,2008,TONNE,Tonnes,3,thousands,,,87974.3,,
JPN,Japan,01,Agriculture,2009,2009,TONNE,Tonnes,3,thousands,,,88410.439,,
JPN,Japan,01,Agriculture,2010,2010,TONNE,Tonnes,3,thousands,,,85090.211,,
JPN,Japan,05-09,Mining and Quarrying,1990,1990,TONNE,Tonnes,3,thousands,,,34000,,
JPN,Japan,05-09,Mining and Quarrying,1995,1995,TONNE,Tonnes,3,thousands,,,27717,,
JPN,Japan,05-09,Mining and Quarrying,2000,2000,TONNE,Tonnes,3,thousands,,,16751,,
JPN,Japan,05-09,Mining and Quarrying,2001,2001,TONNE,Tonnes,3,thousands,,,13772,,
JPN,Japan,05-09,Mining and Quarrying,2006,2006,TONNE,Tonnes,3,thousands,,,13947,,
JPN,Japan,05-09,Mining and Quarrying,2007,2007,TONNE,Tonnes,3,thousands,,,12509,,
JPN,Japan,05-09,Mining and Quarrying,2008,2008,TONNE,Tonnes,3,thousands,,,12865.634,,
JPN,Japan,05-09,Mining and Quarrying,2009,2009,TONNE,Tonnes,3,thousands,,,13865.161,,
JPN,Japan,05-09,Mining and Quarrying,2010,2010,TONNE,Tonnes,3,thousands,,,11577.487,,
JPN,Japan,10-33,Manufacturing industries: Total,1990,1990,TONNE,Tonnes,3,thousands,,,150388,,
JPN,Japan,10-33,Manufacturing industries: Total,1995,1995,TONNE,Tonnes,3,thousands,,,130911,,
JPN,Japan,10-33,Manufacturing industries: Total,2000,2000,TONNE,Tonnes,3,thousands,,,123639,,
JPN,Japan,10-33,Manufacturing industries: Total,2001,2001,TONNE,Tonnes,3,thousands,,,122881,,
JPN,Japan,10-33,Manufacturing industries: Total,2002,2002,TONNE,Tonnes,3,thousands,,,122551,,
JPN,Japan,10-33,Manufacturing industries: Total,2003,2003,TONNE,Tonnes,3,thousands,,,135090,,
JPN,Japan,10-33,Manufacturing industries: Total,2004,2004,TONNE,Tonnes,3,thousands,,,137422.436,,
JPN,Japan,10-33,Manufacturing industries: Total,2005,2005,TONNE,Tonnes,3,thousands,,,141627.9,,
JPN,Japan,10-33,Manufacturing industries: Total,2006,2006,TONNE,Tonnes,3,thousands,,,137336.702,,
JPN,Japan,10-33,Manufacturing industries: Total,2007,2007,TONNE,Tonnes,3,thousands,,,141614.3,,
JPN,Japan,10-33,Manufacturing industries: Total,2008,2008,TONNE,Tonnes,3,thousands,,,124898.569,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,1990,1990,TONNE,Tonnes,3,thousands,,,16483,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,1995,1995,TONNE,Tonnes,3,thousands,,,16767,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2000,2000,TONNE,Tonnes,3,thousands,,,15331,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2001,2001,TONNE,Tonnes,3,thousands,,,15511,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2002,2002,TONNE,Tonnes,3,thousands,,,14847,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2003,2003,TONNE,Tonnes,3,thousands,,,14299,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2004,2004,TONNE,Tonnes,3,thousands,,,14127.451,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2005,2005,TONNE,Tonnes,3,thousands,,,13023.6,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2006,2006,TONNE,Tonnes,3,thousands,,,12867.047,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2007,2007,TONNE,Tonnes,3,thousands,,,12979.8,,
JPN,Japan,10-12,Manufacture of food products beverages and tobacco products,2008,2008,TONNE,Tonnes,3,thousands,,,12320.903,,
